Timestamp,level,Component,Message
2024-01-15 08:57:52,DEBUG,Validator,Cache hit ratio: 1306%
2024-01-15 08:58:01,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 08:58:10,INFO,Exporter,Checkpoint saved
2024-01-15 08:58:19,INFO,Validator,File loaded successfully
2024-01-15 08:58:27,WARN,Exporter,Deprecated config key used: legacy_mode
2024-01-15 08:58:36,DEBUG,Exporter,Cache hit ratio: 2167%
2024-01-15 08:58:45,ERROR,Validator,Null value found in column: amount
2024-01-15 08:58:53,WARN,Transformer,Deprecated config key used: legacy_mode
2024-01-15 08:59:02,INFO,Scheduler,Connection established to source system
2024-01-15 08:59:11,DEBUG,Scheduler,Variable state: batch_size=974
2024-01-15 08:59:19,DEBUG,Exporter,Memory usage: 2778MB
2024-01-15 08:59:28,DEBUG,Transformer,Cache hit ratio: 4936%
2024-01-15 08:59:37,INFO,DataLoader,File loaded successfully
2024-01-15 08:59:46,ERROR,Exporter,Unhandled exception: KeyError('customer_id')
2024-01-15 08:59:54,WARN,Scheduler,"Retrying connection, attempt 2687"
2024-01-15 09:00:03,INFO,Scheduler,Batch 2452 processed successfully
2024-01-15 09:00:12,INFO,Scheduler,Checkpoint saved
2024-01-15 09:00:20,INFO,DataLoader,Job completed in 2714 seconds
2024-01-15 09:00:29,DEBUG,Scheduler,Memory usage: 219MB
2024-01-15 09:00:38,WARN,Scheduler,"Partial batch processed, 1865 records skipped"
2024-01-15 09:00:47,WARN,Transformer,"Partial batch processed, 3115 records skipped"
2024-01-15 09:00:55,DEBUG,Transformer,Entering function process_batch()
2024-01-15 09:01:04,INFO,Exporter,Job completed in 3431 seconds
2024-01-15 09:01:13,INFO,Transformer,Connection established to source system
2024-01-15 09:01:21,DEBUG,DataLoader,Cache hit ratio: 4250%
2024-01-15 09:01:30,WARN,Exporter,"Partial batch processed, 3087 records skipped"
2024-01-15 09:01:39,DEBUG,Exporter,Variable state: batch_size=2805
2024-01-15 09:01:47,INFO,Validator,Checkpoint saved
2024-01-15 09:01:56,DEBUG,Validator,Variable state: batch_size=2446
2024-01-15 09:02:05,DEBUG,Validator,Memory usage: 1699MB
2024-01-15 09:02:14,INFO,Validator,Checkpoint saved
2024-01-15 09:02:22,INFO,Scheduler,Connection established to source system
2024-01-15 09:02:31,DEBUG,Transformer,Memory usage: 345MB
2024-01-15 09:02:40,DEBUG,DataLoader,Memory usage: 3624MB
2024-01-15 09:02:48,ERROR,Transformer,Null detected in field: user_id
2024-01-15 09:02:57,DEBUG,Validator,Cache hit ratio: 895%
2024-01-15 09:03:06,INFO,DataLoader,Batch 4351 processed successfully
2024-01-15 09:03:14,ERROR,DataLoader,Null value found in column: amount
2024-01-15 09:03:23,ERROR,DataLoader,Failed to write output file: permission denied
2024-01-15 09:03:32,DEBUG,Transformer,Query plan: sequential scan on table orders
2024-01-15 09:03:41,ERROR,Validator,Connection timeout after 2339 seconds
2024-01-15 09:03:49,DEBUG,DataLoader,Variable state: batch_size=1903
2024-01-15 09:03:58,ERROR,DataLoader,Null detected in field: user_id
2024-01-15 09:04:07,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 09:04:15,DEBUG,Validator,Entering function process_batch()
2024-01-15 09:04:24,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 09:04:33,DEBUG,Scheduler,Variable state: batch_size=4047
2024-01-15 09:04:42,DEBUG,Exporter,Memory usage: 1580MB
2024-01-15 09:04:50,INFO,Exporter,Batch 2108 processed successfully
2024-01-15 09:04:59,INFO,Validator,Job completed in 4652 seconds
2024-01-15 09:05:08,INFO,Exporter,Connection established to source system
2024-01-15 09:05:16,INFO,DataLoader,Starting data load
2024-01-15 09:05:25,INFO,Transformer,File loaded successfully
2024-01-15 09:05:34,INFO,Validator,Job completed in 2474 seconds
2024-01-15 09:05:42,ERROR,DataLoader,Connection timeout after 2946 seconds
2024-01-15 09:05:51,INFO,DataLoader,Connection established to source system
2024-01-15 09:06:00,INFO,Scheduler,Batch 2548 processed successfully
2024-01-15 09:06:09,ERROR,Validator,Connection timeout after 1810 seconds
2024-01-15 09:06:17,DEBUG,Exporter,Cache hit ratio: 3728%
2024-01-15 09:06:26,INFO,Scheduler,Connection established to source system
2024-01-15 09:06:35,ERROR,Scheduler,Duplicate primary key detected: 671
2024-01-15 09:06:43,INFO,Validator,File loaded successfully
2024-01-15 09:06:52,INFO,Scheduler,Checkpoint saved
2024-01-15 09:07:01,WARN,Transformer,Deprecated config key used: legacy_mode
2024-01-15 09:07:09,INFO,Transformer,Batch 4778 processed successfully
2024-01-15 09:07:18,INFO,Scheduler,Connection established to source system
2024-01-15 09:07:27,INFO,Exporter,Connection established to source system
2024-01-15 09:07:36,WARN,Validator,"Record count mismatch: expected 3244, got 2085"
2024-01-15 09:07:44,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 09:07:53,INFO,DataLoader,Checkpoint saved
2024-01-15 09:08:02,DEBUG,Exporter,Entering function process_batch()
2024-01-15 09:08:10,INFO,Transformer,Batch 3444 processed successfully
2024-01-15 09:08:19,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 09:08:28,INFO,Scheduler,Starting data load
2024-01-15 09:08:37,INFO,Scheduler,Connection established to source system
2024-01-15 09:08:45,ERROR,Transformer,Duplicate primary key detected: 29
2024-01-15 09:08:54,DEBUG,Exporter,Variable state: batch_size=3475
2024-01-15 09:09:03,INFO,Transformer,Starting data load
2024-01-15 09:09:11,INFO,Transformer,Batch 925 processed successfully
2024-01-15 09:09:20,ERROR,Exporter,Unhandled exception: KeyError('customer_id')
2024-01-15 09:09:29,INFO,DataLoader,Checkpoint saved
2024-01-15 09:09:37,WARN,DataLoader,"Retrying connection, attempt 363"
2024-01-15 09:09:46,INFO,Scheduler,Starting data load
2024-01-15 09:09:55,WARN,Validator,"Retrying connection, attempt 4720"
2024-01-15 09:10:04,WARN,Validator,"Retrying connection, attempt 2473"
2024-01-15 09:10:12,DEBUG,Scheduler,Cache hit ratio: 3388%
2024-01-15 09:10:21,INFO,Scheduler,Checkpoint saved
2024-01-15 09:10:30,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 09:10:38,INFO,Exporter,Connection established to source system
2024-01-15 09:10:47,INFO,Scheduler,Connection established to source system
2024-01-15 09:10:56,INFO,Transformer,Connection established to source system
2024-01-15 09:11:04,INFO,Exporter,Checkpoint saved
2024-01-15 09:11:13,INFO,Validator,Starting data load
2024-01-15 09:11:22,DEBUG,Validator,Entering function process_batch()
2024-01-15 09:11:31,INFO,Exporter,Batch 4956 processed successfully
2024-01-15 09:11:39,INFO,DataLoader,Starting data load
2024-01-15 09:11:48,INFO,Transformer,Job completed in 2484 seconds
2024-01-15 09:11:57,INFO,Transformer,Batch 962 processed successfully
2024-01-15 09:12:05,DEBUG,Scheduler,Cache hit ratio: 3250%
2024-01-15 09:12:14,WARN,Validator,Slow query detected: 3820ms
2024-01-15 09:12:23,ERROR,Validator,Connection timeout after 2947 seconds
2024-01-15 09:12:32,DEBUG,Exporter,Entering function process_batch()
2024-01-15 09:12:40,DEBUG,Validator,Memory usage: 3391MB
2024-01-15 09:12:49,WARN,Transformer,"Retrying connection, attempt 133"
2024-01-15 09:12:58,WARN,Scheduler,"Partial batch processed, 3421 records skipped"
2024-01-15 09:13:06,INFO,Validator,Starting data load
2024-01-15 09:13:15,DEBUG,Exporter,Variable state: batch_size=2766
2024-01-15 09:13:24,ERROR,Exporter,Failed to write output file: permission denied
2024-01-15 09:13:32,INFO,Validator,Starting data load
2024-01-15 09:13:41,WARN,Scheduler,"Record count mismatch: expected 4293, got 278"
2024-01-15 09:13:50,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 09:13:59,INFO,Transformer,File loaded successfully
2024-01-15 09:14:07,INFO,Exporter,Job completed in 496 seconds
2024-01-15 09:14:16,ERROR,DataLoader,Null value found in column: amount
2024-01-15 09:14:25,INFO,DataLoader,Checkpoint saved
2024-01-15 09:14:33,DEBUG,DataLoader,Variable state: batch_size=3528
2024-01-15 09:14:42,INFO,DataLoader,Checkpoint saved
2024-01-15 09:14:51,INFO,Scheduler,Job completed in 2904 seconds
2024-01-15 09:15:00,ERROR,DataLoader,Connection timeout after 3327 seconds
2024-01-15 09:15:08,WARN,Transformer,Deprecated config key used: legacy_mode
2024-01-15 09:15:17,INFO,Exporter,Connection established to source system
2024-01-15 09:15:26,INFO,DataLoader,Batch 1404 processed successfully
2024-01-15 09:15:34,WARN,Exporter,Deprecated config key used: legacy_mode
2024-01-15 09:15:43,DEBUG,DataLoader,Cache hit ratio: 1732%
2024-01-15 09:15:52,WARN,DataLoader,"Record count mismatch: expected 2297, got 4449"
2024-01-15 09:16:00,WARN,DataLoader,"Retrying connection, attempt 2577"
2024-01-15 09:16:09,DEBUG,Scheduler,Cache hit ratio: 3263%
2024-01-15 09:16:18,INFO,Scheduler,Starting data load
2024-01-15 09:16:27,ERROR,Scheduler,Connection timeout after 3145 seconds
2024-01-15 09:16:35,ERROR,DataLoader,Unhandled exception: KeyError('customer_id')
2024-01-15 09:16:44,INFO,Transformer,File loaded successfully
2024-01-15 09:16:53,ERROR,Scheduler,Schema validation failed for table: orders
2024-01-15 09:17:01,ERROR,Exporter,Schema validation failed for table: orders
2024-01-15 09:17:10,WARN,Exporter,Slow query detected: 1522ms
2024-01-15 09:17:19,ERROR,DataLoader,Duplicate primary key detected: 2420
2024-01-15 09:17:27,ERROR,DataLoader,Connection timeout after 1264 seconds
2024-01-15 09:17:36,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 09:17:45,INFO,DataLoader,File loaded successfully
2024-01-15 09:17:54,INFO,Validator,File loaded successfully
2024-01-15 09:18:02,INFO,Exporter,Checkpoint saved
2024-01-15 09:18:11,INFO,DataLoader,File loaded successfully
2024-01-15 09:18:20,INFO,Scheduler,Job completed in 3156 seconds
2024-01-15 09:18:28,INFO,Exporter,File loaded successfully
2024-01-15 09:18:37,WARN,Transformer,Slow query detected: 1389ms
2024-01-15 09:18:46,INFO,Validator,Connection established to source system
2024-01-15 09:18:55,INFO,Validator,Connection established to source system
2024-01-15 09:19:03,ERROR,Validator,Connection timeout after 2021 seconds
2024-01-15 09:19:12,WARN,Transformer,Slow query detected: 877ms
2024-01-15 09:19:21,INFO,Exporter,Job completed in 3113 seconds
2024-01-15 09:19:29,INFO,Exporter,Batch 4870 processed successfully
2024-01-15 09:19:38,INFO,Scheduler,Batch 1646 processed successfully
2024-01-15 09:19:47,INFO,Exporter,Job completed in 2388 seconds
2024-01-15 09:19:55,DEBUG,Transformer,Memory usage: 3081MB
2024-01-15 09:20:04,ERROR,Exporter,Connection timeout after 933 seconds
2024-01-15 09:20:13,INFO,Scheduler,Starting data load
2024-01-15 09:20:22,DEBUG,Exporter,Cache hit ratio: 3592%
2024-01-15 09:20:30,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 09:20:39,ERROR,Transformer,Connection timeout after 1263 seconds
2024-01-15 09:20:48,ERROR,DataLoader,Schema validation failed for table: orders
2024-01-15 09:20:56,WARN,Scheduler,"Partial batch processed, 3427 records skipped"
2024-01-15 09:21:05,INFO,Validator,Batch 4399 processed successfully
2024-01-15 09:21:14,ERROR,DataLoader,Null value found in column: amount
2024-01-15 09:21:22,INFO,Scheduler,File loaded successfully
2024-01-15 09:21:31,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:21:40,INFO,Transformer,Checkpoint saved
2024-01-15 09:21:49,WARN,Scheduler,"Retrying connection, attempt 3652"
2024-01-15 09:21:57,INFO,Scheduler,Batch 4100 processed successfully
2024-01-15 09:22:06,INFO,DataLoader,Connection established to source system
2024-01-15 09:22:15,INFO,DataLoader,File loaded successfully
2024-01-15 09:22:23,INFO,Exporter,Starting data load
2024-01-15 09:22:32,INFO,DataLoader,Connection established to source system
2024-01-15 09:22:41,INFO,DataLoader,Batch 943 processed successfully
2024-01-15 09:22:50,DEBUG,DataLoader,Cache hit ratio: 1999%
2024-01-15 09:22:58,INFO,Transformer,Job completed in 4587 seconds
2024-01-15 09:23:07,DEBUG,Transformer,Query plan: sequential scan on table orders
2024-01-15 09:23:16,ERROR,Exporter,Schema validation failed for table: orders
2024-01-15 09:23:24,INFO,Exporter,Connection established to source system
2024-01-15 09:23:33,INFO,DataLoader,Checkpoint saved
2024-01-15 09:23:42,INFO,Validator,Starting data load
2024-01-15 09:23:50,INFO,Exporter,Checkpoint saved
2024-01-15 09:23:59,INFO,Exporter,Checkpoint saved
2024-01-15 09:24:08,INFO,Exporter,Checkpoint saved
2024-01-15 09:24:17,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 09:24:25,INFO,Validator,File loaded successfully
2024-01-15 09:24:34,ERROR,Scheduler,Schema validation failed for table: orders
2024-01-15 09:24:43,INFO,Exporter,Connection established to source system
2024-01-15 09:24:51,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 09:25:00,INFO,Transformer,Job completed in 3695 seconds
2024-01-15 09:25:09,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 09:25:17,ERROR,Scheduler,Unhandled exception: KeyError('customer_id')
2024-01-15 09:25:26,ERROR,Exporter,Failed to write output file: permission denied
2024-01-15 09:25:35,INFO,Scheduler,File loaded successfully
2024-01-15 09:25:44,INFO,Transformer,Checkpoint saved
2024-01-15 09:25:52,ERROR,Scheduler,Failed to write output file: permission denied
2024-01-15 09:26:01,WARN,Scheduler,"Record count mismatch: expected 2195, got 4450"
2024-01-15 09:26:10,DEBUG,Validator,Variable state: batch_size=341
2024-01-15 09:26:18,WARN,Exporter,"Record count mismatch: expected 2028, got 2439"
2024-01-15 09:26:27,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 09:26:36,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 09:26:45,INFO,Scheduler,Batch 2873 processed successfully
2024-01-15 09:26:53,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 09:27:02,ERROR,DataLoader,Unhandled exception: KeyError('customer_id')
2024-01-15 09:27:11,INFO,Scheduler,Starting data load
2024-01-15 09:27:19,INFO,Validator,Checkpoint saved
2024-01-15 09:27:28,DEBUG,Exporter,Entering function process_batch()
2024-01-15 09:27:37,ERROR,Transformer,Null detected in field: user_id
2024-01-15 09:27:45,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 09:27:54,ERROR,Exporter,Schema validation failed for table: orders
2024-01-15 09:28:03,ERROR,DataLoader,Schema validation failed for table: orders
2024-01-15 09:28:12,ERROR,Validator,Schema validation failed for table: orders
2024-01-15 09:28:20,WARN,DataLoader,Slow query detected: 2935ms
2024-01-15 09:28:29,ERROR,Exporter,Null detected in field: user_id
2024-01-15 09:28:38,WARN,Validator,Deprecated config key used: legacy_mode
2024-01-15 09:28:46,WARN,Scheduler,Slow query detected: 2816ms
2024-01-15 09:28:55,INFO,Exporter,File loaded successfully
2024-01-15 09:29:04,INFO,DataLoader,Connection established to source system
2024-01-15 09:29:12,DEBUG,Validator,Cache hit ratio: 2245%
2024-01-15 09:29:21,ERROR,Validator,Null value found in column: amount
2024-01-15 09:29:30,INFO,Validator,Batch 1919 processed successfully
2024-01-15 09:29:39,ERROR,DataLoader,Null value found in column: amount
2024-01-15 09:29:47,INFO,Scheduler,Starting data load
2024-01-15 09:29:56,INFO,Validator,File loaded successfully
2024-01-15 09:30:05,WARN,Transformer,Slow query detected: 732ms
2024-01-15 09:30:13,INFO,Validator,Job completed in 1124 seconds
2024-01-15 09:30:22,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 09:30:31,WARN,DataLoader,"Partial batch processed, 1345 records skipped"
2024-01-15 09:30:40,INFO,Transformer,Batch 1241 processed successfully
2024-01-15 09:30:48,WARN,Exporter,"Retrying connection, attempt 711"
2024-01-15 09:30:57,INFO,DataLoader,Checkpoint saved
2024-01-15 09:31:06,DEBUG,Validator,Cache hit ratio: 2030%
2024-01-15 09:31:14,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 09:31:23,ERROR,Validator,Duplicate primary key detected: 220
2024-01-15 09:31:32,INFO,Scheduler,Checkpoint saved
2024-01-15 09:31:40,INFO,DataLoader,Starting data load
2024-01-15 09:31:49,INFO,Exporter,Batch 4866 processed successfully
2024-01-15 09:31:58,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 09:32:07,INFO,Scheduler,Connection established to source system
2024-01-15 09:32:15,ERROR,Exporter,Duplicate primary key detected: 598
2024-01-15 09:32:24,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 09:32:33,DEBUG,Exporter,Variable state: batch_size=2347
2024-01-15 09:32:41,ERROR,Exporter,Failed to write output file: permission denied
2024-01-15 09:32:50,ERROR,Scheduler,Unhandled exception: KeyError('customer_id')
2024-01-15 09:32:59,INFO,DataLoader,Checkpoint saved
2024-01-15 09:33:08,WARN,Exporter,"Partial batch processed, 542 records skipped"
2024-01-15 09:33:16,ERROR,Transformer,Null value found in column: amount
2024-01-15 09:33:25,DEBUG,DataLoader,Query plan: sequential scan on table orders
2024-01-15 09:33:34,INFO,Transformer,File loaded successfully
2024-01-15 09:33:42,ERROR,Transformer,Schema validation failed for table: orders
2024-01-15 09:33:51,WARN,Validator,"Retrying connection, attempt 3047"
2024-01-15 09:34:00,ERROR,Validator,Failed to write output file: permission denied
2024-01-15 09:34:08,INFO,Exporter,Job completed in 4292 seconds
2024-01-15 09:34:17,INFO,Scheduler,Batch 632 processed successfully
2024-01-15 09:34:26,WARN,Validator,"Record count mismatch: expected 4093, got 4644"
2024-01-15 09:34:35,INFO,Transformer,Job completed in 843 seconds
2024-01-15 09:34:43,ERROR,DataLoader,Null detected in field: user_id
2024-01-15 09:34:52,INFO,DataLoader,Starting data load
2024-01-15 09:35:01,INFO,Transformer,Starting data load
2024-01-15 09:35:09,ERROR,Exporter,Null detected in field: user_id
2024-01-15 09:35:18,INFO,Validator,Job completed in 639 seconds
2024-01-15 09:35:27,INFO,Scheduler,Batch 432 processed successfully
2024-01-15 09:35:35,INFO,Scheduler,File loaded successfully
2024-01-15 09:35:44,DEBUG,Validator,Memory usage: 2682MB
2024-01-15 09:35:53,WARN,DataLoader,Deprecated config key used: legacy_mode
2024-01-15 09:36:02,WARN,Validator,"Partial batch processed, 1988 records skipped"
2024-01-15 09:36:10,INFO,Exporter,Starting data load
2024-01-15 09:36:19,INFO,Exporter,File loaded successfully
2024-01-15 09:36:28,INFO,DataLoader,Job completed in 12 seconds
2024-01-15 09:36:36,DEBUG,Validator,Entering function process_batch()
2024-01-15 09:36:45,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 09:36:54,ERROR,DataLoader,Null value found in column: amount
2024-01-15 09:37:03,INFO,Validator,Connection established to source system
2024-01-15 09:37:11,INFO,Transformer,Batch 3231 processed successfully
2024-01-15 09:37:20,WARN,DataLoader,Slow query detected: 1071ms
2024-01-15 09:37:29,INFO,Validator,Connection established to source system
2024-01-15 09:37:37,WARN,Transformer,"Record count mismatch: expected 1661, got 1116"
2024-01-15 09:37:46,ERROR,Scheduler,Null value found in column: amount
2024-01-15 09:37:55,INFO,Exporter,Job completed in 3331 seconds
2024-01-15 09:38:03,WARN,Transformer,Slow query detected: 2526ms
2024-01-15 09:38:12,INFO,DataLoader,File loaded successfully
2024-01-15 09:38:21,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 09:38:30,INFO,Transformer,Job completed in 3247 seconds
2024-01-15 09:38:38,INFO,Validator,Job completed in 1425 seconds
2024-01-15 09:38:47,DEBUG,Exporter,Variable state: batch_size=4507
2024-01-15 09:38:56,INFO,DataLoader,Starting data load
2024-01-15 09:39:04,INFO,Transformer,Starting data load
2024-01-15 09:39:13,INFO,DataLoader,Checkpoint saved
2024-01-15 09:39:22,DEBUG,DataLoader,Entering function process_batch()
2024-01-15 09:39:30,DEBUG,Exporter,Cache hit ratio: 754%
2024-01-15 09:39:39,INFO,Exporter,File loaded successfully
2024-01-15 09:39:48,INFO,Exporter,Connection established to source system
2024-01-15 09:39:57,ERROR,Transformer,Connection timeout after 1759 seconds
2024-01-15 09:40:05,INFO,Exporter,Starting data load
2024-01-15 09:40:14,ERROR,Exporter,Schema validation failed for table: orders
2024-01-15 09:40:23,INFO,Validator,Connection established to source system
2024-01-15 09:40:31,INFO,Scheduler,Starting data load
2024-01-15 09:40:40,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:40:49,INFO,Scheduler,Checkpoint saved
2024-01-15 09:40:58,INFO,DataLoader,Job completed in 4892 seconds
2024-01-15 09:41:06,INFO,Validator,File loaded successfully
2024-01-15 09:41:15,INFO,Scheduler,Starting data load
2024-01-15 09:41:24,INFO,Transformer,Job completed in 4372 seconds
2024-01-15 09:41:32,ERROR,Transformer,Unhandled exception: KeyError('customer_id')
2024-01-15 09:41:41,DEBUG,Transformer,Cache hit ratio: 1938%
2024-01-15 09:41:50,INFO,Validator,Checkpoint saved
2024-01-15 09:41:58,DEBUG,Scheduler,Cache hit ratio: 4613%
2024-01-15 09:42:07,DEBUG,Exporter,Variable state: batch_size=2532
2024-01-15 09:42:16,WARN,DataLoader,"Record count mismatch: expected 1906, got 4929"
2024-01-15 09:42:25,INFO,Scheduler,Connection established to source system
2024-01-15 09:42:33,DEBUG,Transformer,Cache hit ratio: 2792%
2024-01-15 09:42:42,DEBUG,Validator,Entering function process_batch()
2024-01-15 09:42:51,WARN,Transformer,"Record count mismatch: expected 4312, got 2990"
2024-01-15 09:42:59,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:43:08,INFO,Validator,Starting data load
2024-01-15 09:43:17,ERROR,Exporter,Failed to write output file: permission denied
2024-01-15 09:43:25,ERROR,Scheduler,Failed to write output file: permission denied
2024-01-15 09:43:34,ERROR,Transformer,Schema validation failed for table: orders
2024-01-15 09:43:43,INFO,DataLoader,Batch 4693 processed successfully
2024-01-15 09:43:52,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 09:44:00,INFO,Scheduler,Starting data load
2024-01-15 09:44:09,DEBUG,Transformer,Memory usage: 638MB
2024-01-15 09:44:18,INFO,Validator,Starting data load
2024-01-15 09:44:26,INFO,Validator,Starting data load
2024-01-15 09:44:35,INFO,DataLoader,Batch 11 processed successfully
2024-01-15 09:44:44,INFO,Exporter,Starting data load
2024-01-15 09:44:53,DEBUG,Validator,Variable state: batch_size=3075
2024-01-15 09:45:01,DEBUG,Scheduler,Cache hit ratio: 1333%
2024-01-15 09:45:10,INFO,DataLoader,Job completed in 165 seconds
2024-01-15 09:45:19,INFO,DataLoader,File loaded successfully
2024-01-15 09:45:27,DEBUG,Transformer,Entering function process_batch()
2024-01-15 09:45:36,INFO,Scheduler,Connection established to source system
2024-01-15 09:45:45,DEBUG,Transformer,Variable state: batch_size=3557
2024-01-15 09:45:53,INFO,Validator,Starting data load
2024-01-15 09:46:02,ERROR,Scheduler,Connection timeout after 2307 seconds
2024-01-15 09:46:11,INFO,DataLoader,Connection established to source system
2024-01-15 09:46:20,DEBUG,Transformer,Entering function process_batch()
2024-01-15 09:46:28,INFO,Validator,Batch 4917 processed successfully
2024-01-15 09:46:37,INFO,DataLoader,Starting data load
2024-01-15 09:46:46,DEBUG,Exporter,Entering function process_batch()
2024-01-15 09:46:54,WARN,Validator,"Record count mismatch: expected 4458, got 3175"
2024-01-15 09:47:03,INFO,Exporter,Job completed in 1529 seconds
2024-01-15 09:47:12,INFO,Exporter,Connection established to source system
2024-01-15 09:47:21,DEBUG,Scheduler,Entering function process_batch()
2024-01-15 09:47:29,INFO,Validator,Checkpoint saved
2024-01-15 09:47:38,INFO,DataLoader,Connection established to source system
2024-01-15 09:47:47,DEBUG,Exporter,Variable state: batch_size=1931
2024-01-15 09:47:55,INFO,Exporter,Batch 285 processed successfully
2024-01-15 09:48:04,WARN,Scheduler,"Partial batch processed, 1208 records skipped"
2024-01-15 09:48:13,DEBUG,Exporter,Cache hit ratio: 1370%
2024-01-15 09:48:21,ERROR,Transformer,Null value found in column: amount
2024-01-15 09:48:30,DEBUG,Exporter,Cache hit ratio: 1212%
2024-01-15 09:48:39,INFO,DataLoader,File loaded successfully
2024-01-15 09:48:48,INFO,Validator,Job completed in 4258 seconds
2024-01-15 09:48:56,DEBUG,DataLoader,Variable state: batch_size=4814
2024-01-15 09:49:05,ERROR,DataLoader,Schema validation failed for table: orders
2024-01-15 09:49:14,WARN,Scheduler,"Record count mismatch: expected 866, got 4610"
2024-01-15 09:49:22,ERROR,Validator,Duplicate primary key detected: 4388
2024-01-15 09:49:31,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:49:40,WARN,DataLoader,"Retrying connection, attempt 2257"
2024-01-15 09:49:48,INFO,Scheduler,Batch 3291 processed successfully
2024-01-15 09:49:57,INFO,Validator,Batch 1947 processed successfully
2024-01-15 09:50:06,ERROR,Validator,Connection timeout after 166 seconds
2024-01-15 09:50:15,ERROR,Validator,Connection timeout after 2297 seconds
2024-01-15 09:50:23,DEBUG,DataLoader,Cache hit ratio: 1101%
2024-01-15 09:50:32,DEBUG,Exporter,Memory usage: 2208MB
2024-01-15 09:50:41,WARN,DataLoader,"Retrying connection, attempt 3619"
2024-01-15 09:50:49,DEBUG,Exporter,Query plan: sequential scan on table orders
2024-01-15 09:50:58,DEBUG,Scheduler,Cache hit ratio: 538%
2024-01-15 09:51:07,ERROR,Exporter,Null detected in field: user_id
2024-01-15 09:51:16,INFO,Transformer,Starting data load
2024-01-15 09:51:24,INFO,DataLoader,Job completed in 1632 seconds
2024-01-15 09:51:33,INFO,Exporter,Checkpoint saved
2024-01-15 09:51:42,ERROR,Transformer,Connection timeout after 4005 seconds
2024-01-15 09:51:50,INFO,Exporter,Checkpoint saved
2024-01-15 09:51:59,INFO,Validator,Batch 741 processed successfully
2024-01-15 09:52:08,INFO,DataLoader,Starting data load
2024-01-15 09:52:16,DEBUG,Transformer,Cache hit ratio: 2205%
2024-01-15 09:52:25,WARN,DataLoader,Slow query detected: 1084ms
2024-01-15 09:52:34,WARN,DataLoader,"Retrying connection, attempt 2068"
2024-01-15 09:52:43,ERROR,Validator,Failed to write output file: permission denied
2024-01-15 09:52:51,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:53:00,WARN,Scheduler,"Partial batch processed, 3254 records skipped"
2024-01-15 09:53:09,INFO,Scheduler,Batch 3066 processed successfully
2024-01-15 09:53:17,ERROR,Scheduler,Connection timeout after 2446 seconds
2024-01-15 09:53:26,WARN,Validator,Deprecated config key used: legacy_mode
2024-01-15 09:53:35,INFO,Validator,Starting data load
2024-01-15 09:53:43,ERROR,DataLoader,Duplicate primary key detected: 4916
2024-01-15 09:53:52,ERROR,Transformer,Failed to write output file: permission denied
2024-01-15 09:54:01,DEBUG,Validator,Query plan: sequential scan on table orders
2024-01-15 09:54:10,ERROR,Scheduler,Failed to write output file: permission denied
2024-01-15 09:54:18,INFO,Transformer,Batch 4380 processed successfully
2024-01-15 09:54:27,DEBUG,Validator,Variable state: batch_size=2460
2024-01-15 09:54:36,DEBUG,Scheduler,Cache hit ratio: 2407%
2024-01-15 09:54:44,WARN,Validator,"Partial batch processed, 1500 records skipped"
2024-01-15 09:54:53,ERROR,Transformer,Connection timeout after 1830 seconds
2024-01-15 09:55:02,INFO,Validator,Job completed in 2135 seconds
2024-01-15 09:55:11,INFO,DataLoader,Connection established to source system
2024-01-15 09:55:19,WARN,Scheduler,"Record count mismatch: expected 3869, got 1594"
2024-01-15 09:55:28,WARN,Exporter,"Partial batch processed, 2445 records skipped"
2024-01-15 09:55:37,INFO,Transformer,Starting data load
2024-01-15 09:55:45,INFO,Scheduler,Connection established to source system
